province,year,month,year_month,dengue_cases,case_definition_standardised
CHAINAT,2020,12,2020-12,0,Suspected and confirmed
CHAINAT,2021,1,2021-01,0,Suspected and confirmed
CHAINAT,2021,2,2021-02,0,Suspected and confirmed
CHAINAT,2021,3,2021-03,4,Suspected and confirmed
CHAINAT,2021,4,2021-04,0,Suspected and confirmed
CHAINAT,2021,5,2021-05,1,Suspected and confirmed
CHAINAT,2021,6,2021-06,9,Suspected and confirmed
CHAINAT,2021,7,2021-07,10,Suspected and confirmed
CHAINAT,2021,8,2021-08,9,Suspected and confirmed
CHAINAT,2021,9,2021-09,5,Suspected and confirmed
CHAINAT,2021,10,2021-10,8,Suspected and confirmed
CHAINAT,2021,11,2021-11,7,Suspected and confirmed
CHAINAT,2021,12,2021-12,10,Suspected and confirmed
CHAINAT,2022,1,2022-01,6,Suspected and confirmed
CHAINAT,2022,2,2022-02,1,Suspected and confirmed
CHAINAT,2022,3,2022-03,0,Suspected and confirmed
CHAINAT,2022,4,2022-04,4,Suspected and confirmed
CHAINAT,2022,5,2022-05,16,Suspected and confirmed
CHAINAT,2022,6,2022-06,18,Suspected and confirmed
CHAINAT,2022,7,2022-07,23,Suspected and confirmed
CHAINAT,2022,8,2022-08,15,Suspected and confirmed
CHAINAT,2022,9,2022-09,20,Suspected and confirmed
CHAINAT,2022,10,2022-10,5,Suspected and confirmed
CHAINAT,2022,11,2022-11,16,Suspected and confirmed
CHAINAT,2022,12,2022-12,6,Suspected and confirmed
CHAIYAPHUM,2015,1,2015-01,12,Suspected and confirmed
CHAIYAPHUM,2015,2,2015-02,15,Suspected and confirmed
CHAIYAPHUM,2015,3,2015-03,24,Suspected and confirmed
CHAIYAPHUM,2015,4,2015-04,43,Suspected and confirmed
CHAIYAPHUM,2015,5,2015-05,142,Suspected and confirmed
CHAIYAPHUM,2015,6,2015-06,193,Suspected and confirmed
CHAIYAPHUM,2015,7,2015-07,245,Suspected and confirmed
CHAIYAPHUM,2015,8,2015-08,407,Suspected and confirmed
CHAIYAPHUM,2015,9,2015-09,333,Suspected and confirmed
CHAIYAPHUM,2015,10,2015-10,182,Suspected and confirmed
CHAIYAPHUM,2015,11,2015-11,134,Suspected and confirmed
CHAIYAPHUM,2015,12,2015-12,43,Suspected and confirmed
CHAIYAPHUM,2016,1,2016-01,33,Suspected and confirmed
CHAIYAPHUM,2016,2,2016-02,29,Suspected and confirmed
CHAIYAPHUM,2016,3,2016-03,28,Suspected and confirmed
CHAIYAPHUM,2016,4,2016-04,15,Suspected and confirmed
CHAIYAPHUM,2016,5,2016-05,11,Suspected and confirmed
CHAIYAPHUM,2016,6,2016-06,33,Suspected and confirmed
CHAIYAPHUM,2016,7,2016-07,60,Suspected and confirmed
CHAIYAPHUM,2016,8,2016-08,84,Suspected and confirmed
CHAIYAPHUM,2016,9,2016-09,62,Suspected and confirmed
CHAIYAPHUM,2016,10,2016-10,34,Suspected and confirmed
CHAIYAPHUM,2016,11,2016-11,11,Suspected and confirmed
CHAIYAPHUM,2016,12,2016-12,0,Suspected and confirmed
CHAIYAPHUM,2017,1,2017-01,13,Suspected and confirmed
CHAIYAPHUM,2017,2,2017-02,3,Suspected and confirmed
CHAIYAPHUM,2017,3,2017-03,7,Suspected and confirmed
CHAIYAPHUM,2017,4,2017-04,5,Suspected and confirmed
CHAIYAPHUM,2017,5,2017-05,13,Suspected and confirmed
CHAIYAPHUM,2017,6,2017-06,80,Suspected and confirmed
CHAIYAPHUM,2017,7,2017-07,53,Suspected and confirmed
CHAIYAPHUM,2017,8,2017-08,44,Suspected and confirmed
CHAIYAPHUM,2017,9,2017-09,24,Suspected and confirmed
CHAIYAPHUM,2017,10,2017-10,11,Suspected and confirmed
CHAIYAPHUM,2017,11,2017-11,10,Suspected and confirmed
CHAIYAPHUM,2017,12,2017-12,0,Suspected and confirmed
CHAIYAPHUM,2018,1,2018-01,6,Suspected and confirmed
CHAIYAPHUM,2018,2,2018-02,1,Suspected and confirmed
CHAIYAPHUM,2018,3,2018-03,10,Suspected and confirmed
CHAIYAPHUM,2018,4,2018-04,16,Suspected and confirmed
CHAIYAPHUM,2018,5,2018-05,67,Suspected and confirmed
CHAIYAPHUM,2018,6,2018-06,150,Suspected and confirmed
CHAIYAPHUM,2018,7,2018-07,140,Suspected and confirmed
CHAIYAPHUM,2018,8,2018-08,96,Suspected and confirmed
CHAIYAPHUM,2018,9,2018-09,72,Suspected and confirmed
CHAIYAPHUM,2018,10,2018-10,68,Suspected and confirmed
CHAIYAPHUM,2018,11,2018-11,45,Suspected and confirmed
CHAIYAPHUM,2018,12,2018-12,35,Suspected and confirmed
CHAIYAPHUM,2019,1,2019-01,61,Suspected and confirmed
CHAIYAPHUM,2019,2,2019-02,42,Suspected and confirmed
CHAIYAPHUM,2019,3,2019-03,90,Suspected and confirmed
CHAIYAPHUM,2019,4,2019-04,137,Suspected and confirmed
CHAIYAPHUM,2019,5,2019-05,159,Suspected and confirmed
CHAIYAPHUM,2019,6,2019-06,389,Suspected and confirmed
CHAIYAPHUM,2019,7,2019-07,416,Suspected and confirmed
CHAIYAPHUM,2019,8,2019-08,265,Suspected and confirmed
CHAIYAPHUM,2019,9,2019-09,179,Suspected and confirmed
CHAIYAPHUM,2019,10,2019-10,186,Suspected and confirmed
CHAIYAPHUM,2019,11,2019-11,147,Suspected and confirmed
CHAIYAPHUM,2019,12,2019-12,54,Suspected and confirmed
CHAIYAPHUM,2020,1,2020-01,51,Suspected and confirmed
CHAIYAPHUM,2020,2,2020-02,63,Suspected and confirmed
CHAIYAPHUM,2020,3,2020-03,59,Suspected and confirmed
CHAIYAPHUM,2020,4,2020-04,185,Suspected and confirmed
CHAIYAPHUM,2020,5,2020-05,345,Suspected and confirmed
CHAIYAPHUM,2020,6,2020-06,509,Suspected and confirmed
CHAIYAPHUM,2020,7,2020-07,513,Suspected and confirmed
CHAIYAPHUM,2020,8,2020-08,135,Suspected and confirmed
CHAIYAPHUM,2020,9,2020-09,49,Suspected and confirmed
CHAIYAPHUM,2020,10,2020-10,5,Suspected and confirmed
CHAIYAPHUM,2020,11,2020-11,4,Suspected and confirmed
CHAIYAPHUM,2020,12,2020-12,0,Suspected and confirmed
CHAIYAPHUM,2021,1,2021-01,0,Suspected and confirmed
CHAIYAPHUM,2021,2,2021-02,1,Suspected and confirmed
CHAIYAPHUM,2021,3,2021-03,0,Suspected and confirmed
CHAIYAPHUM,2021,4,2021-04,2,Suspected and confirmed
CHAIYAPHUM,2021,5,2021-05,11,Suspected and confirmed
CHAIYAPHUM,2021,6,2021-06,5,Suspected and confirmed
CHAIYAPHUM,2021,7,2021-07,1,Suspected and confirmed
CHAIYAPHUM,2021,8,2021-08,1,Suspected and confirmed
CHAIYAPHUM,2021,9,2021-09,4,Suspected and confirmed
CHAIYAPHUM,2021,10,2021-10,0,Suspected and confirmed
CHAIYAPHUM,2021,11,2021-11,0,Suspected and confirmed
CHAIYAPHUM,2021,12,2021-12,0,Suspected and confirmed
CHAIYAPHUM,2022,1,2022-01,1,Suspected and confirmed
CHAIYAPHUM,2022,2,2022-02,2,Suspected and confirmed
CHAIYAPHUM,2022,3,2022-03,2,Suspected and confirmed
CHAIYAPHUM,2022,4,2022-04,3,Suspected and confirmed
CHAIYAPHUM,2022,5,2022-05,13,Suspected and confirmed
CHAIYAPHUM,2022,6,2022-06,30,Suspected and confirmed
CHAIYAPHUM,2022,7,2022-07,39,Suspected and confirmed
CHAIYAPHUM,2022,8,2022-08,47,Suspected and confirmed
CHAIYAPHUM,2022,9,2022-09,49,Suspected and confirmed
CHAIYAPHUM,2022,10,2022-10,27,Suspected and confirmed
CHAIYAPHUM,2022,11,2022-11,21,Suspected and confirmed
CHAIYAPHUM,2022,12,2022-12,11,Suspected and confirmed
CHANTHABURI,2015,1,2015-01,26,Suspected and confirmed
CHANTHABURI,2015,2,2015-02,28,Suspected and confirmed
CHANTHABURI,2015,3,2015-03,43,Suspected and confirmed
CHANTHABURI,2015,4,2015-04,48,Suspected and confirmed
CHANTHABURI,2015,5,2015-05,122,Suspected and confirmed
CHANTHABURI,2015,6,2015-06,178,Suspected and confirmed
CHANTHABURI,2015,7,2015-07,283,Suspected and confirmed
CHANTHABURI,2015,8,2015-08,271,Suspected and confirmed
CHANTHABURI,2015,9,2015-09,207,Suspected and confirmed
CHANTHABURI,2015,10,2015-10,165,Suspected and confirmed
CHANTHABURI,2015,11,2015-11,182,Suspected and confirmed
CHANTHABURI,2015,12,2015-12,57,Suspected and confirmed
CHANTHABURI,2016,1,2016-01,43,Suspected and confirmed
CHANTHABURI,2016,2,2016-02,31,Suspected and confirmed
CHANTHABURI,2016,3,2016-03,37,Suspected and confirmed
CHANTHABURI,2016,4,2016-04,16,Suspected and confirmed
CHANTHABURI,2016,5,2016-05,38,Suspected and confirmed
CHANTHABURI,2016,6,2016-06,62,Suspected and confirmed
CHANTHABURI,2016,7,2016-07,108,Suspected and confirmed
CHANTHABURI,2016,8,2016-08,72,Suspected and confirmed
CHANTHABURI,2016,9,2016-09,41,Suspected and confirmed
CHANTHABURI,2016,10,2016-10,45,Suspected and confirmed
CHANTHABURI,2016,11,2016-11,40,Suspected and confirmed
CHANTHABURI,2016,12,2016-12,9,Suspected and confirmed
CHANTHABURI,2017,1,2017-01,5,Suspected and confirmed
CHANTHABURI,2017,2,2017-02,13,Suspected and confirmed
CHANTHABURI,2017,3,2017-03,8,Suspected and confirmed
CHANTHABURI,2017,4,2017-04,18,Suspected and confirmed
CHANTHABURI,2017,5,2017-05,28,Suspected and confirmed
CHANTHABURI,2017,6,2017-06,41,Suspected and confirmed
CHANTHABURI,2017,7,2017-07,48,Suspected and confirmed
CHANTHABURI,2017,8,2017-08,47,Suspected and confirmed
CHANTHABURI,2017,9,2017-09,29,Suspected and confirmed
CHANTHABURI,2017,10,2017-10,17,Suspected and confirmed
CHANTHABURI,2017,11,2017-11,8,Suspected and confirmed
CHANTHABURI,2017,12,2017-12,4,Suspected and confirmed
CHANTHABURI,2018,1,2018-01,5,Suspected and confirmed
CHANTHABURI,2018,2,2018-02,5,Suspected and confirmed
CHANTHABURI,2018,3,2018-03,6,Suspected and confirmed
CHANTHABURI,2018,4,2018-04,15,Suspected and confirmed
CHANTHABURI,2018,5,2018-05,16,Suspected and confirmed
CHANTHABURI,2018,6,2018-06,49,Suspected and confirmed
CHANTHABURI,2018,7,2018-07,50,Suspected and confirmed
CHANTHABURI,2018,8,2018-08,37,Suspected and confirmed
CHANTHABURI,2018,9,2018-09,27,Suspected and confirmed
CHANTHABURI,2018,10,2018-10,22,Suspected and confirmed
CHANTHABURI,2018,11,2018-11,39,Suspected and confirmed
CHANTHABURI,2018,12,2018-12,28,Suspected and confirmed
CHANTHABURI,2019,1,2019-01,24,Suspected and confirmed
CHANTHABURI,2019,2,2019-02,32,Suspected and confirmed
CHANTHABURI,2019,3,2019-03,35,Suspected and confirmed
CHANTHABURI,2019,4,2019-04,82,Suspected and confirmed
CHANTHABURI,2019,5,2019-05,160,Suspected and confirmed
CHANTHABURI,2019,6,2019-06,336,Suspected and confirmed
CHANTHABURI,2019,7,2019-07,330,Suspected and confirmed
CHANTHABURI,2019,8,2019-08,241,Suspected and confirmed
CHANTHABURI,2019,9,2019-09,113,Suspected and confirmed
CHANTHABURI,2019,10,2019-10,78,Suspected and confirmed
CHANTHABURI,2019,11,2019-11,47,Suspected and confirmed
CHANTHABURI,2019,12,2019-12,30,Suspected and confirmed
CHANTHABURI,2020,1,2020-01,26,Suspected and confirmed
CHANTHABURI,2020,2,2020-02,19,Suspected and confirmed
CHANTHABURI,2020,3,2020-03,26,Suspected and confirmed
CHANTHABURI,2020,4,2020-04,51,Suspected and confirmed
CHANTHABURI,2020,5,2020-05,98,Suspected and confirmed
CHANTHABURI,2020,6,2020-06,182,Suspected and confirmed
CHANTHABURI,2020,7,2020-07,119,Suspected and confirmed
CHANTHABURI,2020,8,2020-08,63,Suspected and confirmed
CHANTHABURI,2020,9,2020-09,26,Suspected and confirmed
CHANTHABURI,2020,10,2020-10,20,Suspected and confirmed
CHANTHABURI,2020,11,2020-11,8,Suspected and confirmed
CHANTHABURI,2020,12,2020-12,8,Suspected and confirmed
CHANTHABURI,2021,1,2021-01,2,Suspected and confirmed
CHANTHABURI,2021,2,2021-02,0,Suspected and confirmed
CHANTHABURI,2021,3,2021-03,0,Suspected and confirmed
CHANTHABURI,2021,4,2021-04,0,Suspected and confirmed
CHANTHABURI,2021,5,2021-05,2,Suspected and confirmed
CHANTHABURI,2021,6,2021-06,4,Suspected and confirmed
CHANTHABURI,2021,7,2021-07,4,Suspected and confirmed
CHANTHABURI,2021,8,2021-08,1,Suspected and confirmed
CHANTHABURI,2021,9,2021-09,3,Suspected and confirmed
CHANTHABURI,2021,10,2021-10,3,Suspected and confirmed
CHANTHABURI,2021,11,2021-11,1,Suspected and confirmed
CHANTHABURI,2021,12,2021-12,1,Suspected and confirmed
CHANTHABURI,2022,1,2022-01,1,Suspected and confirmed
CHANTHABURI,2022,2,2022-02,0,Suspected and confirmed
CHANTHABURI,2022,3,2022-03,2,Suspected and confirmed
CHANTHABURI,2022,4,2022-04,12,Suspected and confirmed
CHANTHABURI,2022,5,2022-05,18,Suspected and confirmed
CHANTHABURI,2022,6,2022-06,18,Suspected and confirmed
CHANTHABURI,2022,7,2022-07,25,Suspected and confirmed
CHANTHABURI,2022,8,2022-08,35,Suspected and confirmed
