province,year_month,dengue_cases,temperature,humidity,rainfall,lat,lon,month,year,month_sin,month_cos,dengue_cases_lag_1,dengue_cases_lag_2,dengue_cases_lag_3,dengue_cases_lag_6,dengue_cases_lag_12,temperature_lag_1,temperature_lag_2,temperature_lag_3,humidity_lag_1,humidity_lag_2,humidity_lag_3,rainfall_lag_1,rainfall_lag_2,rainfall_lag_3,dengue_cases_roll_3,dengue_cases_roll_6,temperature_roll_3,temperature_roll_6,humidity_roll_3,humidity_roll_6,rainfall_roll_3,rainfall_roll_6,temperature_std_3,temperature_std_6,humidity_std_3,humidity_std_6,rainfall_std_3,rainfall_std_6,dengue_growth_rate,outbreak_momentum,target_h1,target_h2,target_h3
AMNAT CHAROEN,2016-12,2,22.04,82.78,0.17,15.90894508450009,104.7306090227048,12,2016,-2.4492935982947064e-16,1.0,5.0,13.0,17.0,24.0,12.0,24.22,26.35,26.48,86.94,86.8,89.17,1.18,3.57,15.72,11.666666666666666,25.166666666666668,25.683333333333334,26.275000000000002,87.63666666666666,87.14833333333333,6.823333333333333,7.735,1.2689496969278735,1.1150739885765426,1.3297493498149473,2.452014817790838,7.796860479278395,5.050016831655119,-0.8888879012356653,-12.0,1.0,3.0,2.0
AMNAT CHAROEN,2017-01,1,23.69,72.29,0.06,15.90894508450009,104.7306090227048,1,2017,0.49999999999999994,0.8660254037844387,2.0,5.0,13.0,55.0,11.0,22.04,24.22,26.35,82.78,86.94,86.8,0.17,1.18,3.57,6.666666666666667,21.5,24.203333333333333,25.343333333333334,85.50666666666666,87.18333333333334,1.64,6.311666666666667,2.1550483366582087,1.8497639489044733,2.362399909696345,2.3738463864929877,1.7460526910720577,5.858953547065096,-0.8571404081702624,-11.0,3.0,2.0,2.0
AMNAT CHAROEN,2017-02,3,23.87,63.66,0.06,15.90894508450009,104.7306090227048,2,2017,0.8660254037844386,0.5000000000000001,1.0,2.0,5.0,37.0,14.0,23.69,22.04,24.22,72.29,82.78,86.94,0.06,0.17,1.18,2.6666666666666665,12.5,23.316666666666666,24.895,80.67,84.45333333333333,0.47,5.0,1.1369403385109043,1.8740837761423588,7.549483426036518,6.372747183645833,0.6173329733620023,6.289327468020726,-0.6666622222518517,-4.0,2.0,2.0,4.0
AMNAT CHAROEN,2017-03,2,27.59,64.5,2.88,15.90894508450009,104.7306090227048,3,2017,1.0,6.123233995736766e-17,3.0,1.0,2.0,17.0,18.0,23.87,23.69,22.04,63.66,72.29,82.78,0.06,0.06,0.17,2.0,6.833333333333333,23.2,24.441666666666666,72.91000000000001,80.27333333333334,0.09666666666666668,3.4600000000000004,1.0086129089001172,1.7032605985775253,9.57506657940301,10.121386598024307,0.06350852961061794,6.155683552620293,0.9999950000249999,1.0,2.0,4.0,34.0
AMNAT CHAROEN,2017-04,2,29.46,62.52,3.15,15.90894508450009,104.7306090227048,4,2017,0.8660254037844387,-0.4999999999999998,2.0,3.0,1.0,13.0,12.0,27.59,23.87,23.69,64.5,63.66,72.29,2.88,0.06,0.06,2.0,4.333333333333333,25.05,24.626666666666665,66.81666666666666,76.16166666666668,1.0,1.32,2.2015449121015007,2.0028646151616614,4.758616745792209,10.77427383477263,1.6281277591147363,1.5500580634285905,-0.39999840000639997,1.0,4.0,34.0,29.0
AMNAT CHAROEN,2017-05,4,27.97,80.79,10.09,15.90894508450009,104.7306090227048,5,2017,0.49999999999999994,-0.8660254037844387,2.0,2.0,3.0,5.0,9.0,29.46,27.59,23.87,62.52,64.5,63.66,3.15,2.88,0.06,2.3333333333333335,2.5,26.973333333333333,25.145,63.559999999999995,72.115,2.03,1.2499999999999998,2.845563798851364,2.7869894151216306,0.9937806599047612,10.53653406011671,1.7114029332684857,1.433206195911807,0.0,-1.0,34.0,29.0,2.0
AMNAT CHAROEN,2017-06,34,26.45,90.32,11.94,15.90894508450009,104.7306090227048,6,2017,1.2246467991473532e-16,-1.0,4.0,2.0,2.0,2.0,24.0,27.97,29.46,27.59,80.79,62.52,64.5,10.09,3.15,2.88,2.6666666666666665,2.3333333333333335,28.34,25.77,69.27,71.09,5.373333333333334,2.735,0.9883825170449555,2.9535673345972686,10.025612200758648,8.991818503506373,4.086983402625135,3.8776216937705508,0.6666644444518518,2.0,29.0,2.0,5.0
AMNAT CHAROEN,2017-07,29,25.69,92.61,21.32,15.90894508450009,104.7306090227048,7,2017,-0.4999999999999997,-0.8660254037844388,34.0,4.0,2.0,1.0,55.0,26.45,27.97,29.46,90.32,80.79,62.52,11.94,10.09,3.15,13.333333333333334,7.666666666666667,27.959999999999997,26.504999999999995,77.87666666666667,72.34666666666666,8.393333333333333,4.696666666666666,1.5050249167372967,2.3206012152026507,14.127124029091469,11.206476103872534,4.634116240809389,5.103797279150757,1.5789465373965592,32.0,2.0,5.0,1.0
AMNAT CHAROEN,2017-08,2,26.43,90.49,9.65,15.90894508450009,104.7306090227048,8,2017,-0.8660254037844385,-0.5000000000000004,29.0,34.0,4.0,3.0,37.0,25.69,26.45,27.97,92.61,90.32,80.79,21.32,11.94,10.09,22.333333333333332,12.333333333333334,26.703333333333333,26.838333333333335,87.90666666666668,75.73333333333333,14.450000000000001,8.24,1.1609191760555018,1.9493221043908293,6.268670778828096,13.926291202853184,6.0210713332429515,7.870819525309928,-0.15873010833964815,25.0,5.0,1.0,0.0
AMNAT CHAROEN,2017-09,5,27.05,87.91,9.25,15.90894508450009,104.7306090227048,9,2017,-1.0,-1.8369701987210297e-16,2.0,29.0,34.0,2.0,17.0,26.43,25.69,26.45,90.49,92.61,90.32,9.65,21.32,11.94,21.666666666666668,12.166666666666666,26.19,27.265,91.14,80.205,14.303333333333335,9.838333333333333,0.4331281565541907,1.3610841267166525,1.2758918449460575,13.577385241643514,6.183545369230615,6.774904919382019,-1.7419343600423485,-32.0,1.0,0.0,0.0
AMNAT CHAROEN,2017-10,1,25.12,87.78,3.37,15.90894508450009,104.7306090227048,10,2017,-0.8660254037844386,0.5000000000000001,5.0,2.0,29.0,2.0,13.0,27.05,26.43,25.69,87.91,90.49,92.61,9.25,9.65,21.32,12.0,12.666666666666666,26.39,27.175,90.33666666666666,84.10666666666667,13.406666666666666,10.9,0.6808817812219977,1.353126010392244,2.353748782970103,11.3411545561581,6.856065441150148,5.910357011213453,0.8571404081702624,-24.0,0.0,0.0,0.0
AMNAT CHAROEN,2017-11,0,23.67,85.69,0.32,15.90894508450009,104.7306090227048,11,2017,-0.5000000000000004,0.8660254037844384,1.0,5.0,2.0,4.0,5.0,25.12,27.05,26.43,87.78,87.91,90.49,3.37,9.25,9.65,2.6666666666666665,12.5,26.200000000000003,26.451666666666668,88.72666666666667,88.31666666666666,7.423333333333333,10.936666666666667,0.9853425800197789,1.0017268423411074,1.5284741847127619,4.10544841237416,3.515982555891499,5.853066432791164,-1.3333288889037036,-1.0,0.0,0.0,0.0
AMNAT CHAROEN,2017-12,0,21.46,77.64,0.12,15.90894508450009,104.7306090227048,12,2017,-2.4492935982947064e-16,1.0,0.0,1.0,5.0,34.0,2.0,23.67,25.12,27.05,85.69,87.78,87.91,0.32,3.37,9.25,2.0,11.833333333333334,25.28,25.735,87.12666666666667,89.13333333333333,4.3133333333333335,9.308333333333334,1.6956709586473437,1.213915153542457,1.245886565195019,2.4706490375335544,4.539122529006382,7.312727033512647,-1.9999600007999843,-5.0,0.0,0.0,2.0
AMNAT CHAROEN,2018-01,0,23.49,68.77,0.01,15.90894508450009,104.7306090227048,1,2018,0.49999999999999994,0.8660254037844387,0.0,0.0,1.0,29.0,1.0,21.46,23.67,25.12,77.64,85.69,87.78,0.12,0.32,3.37,0.3333333333333333,6.166666666666667,23.416666666666668,24.903333333333336,83.70333333333333,87.02,1.27,7.338333333333334,1.8431042654536063,2.048527926748048,5.353973602226066,5.184824008584952,1.8214005600086778,8.019903781633959,0.0,-1.0,0.0,2.0,1.0
AMNAT CHAROEN,2018-02,0,23.78,61.96,0.37,15.90894508450009,104.7306090227048,2,2018,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,2.0,3.0,23.49,21.46,23.67,68.77,77.64,85.69,0.01,0.12,0.32,0.0,1.3333333333333333,22.873333333333335,24.536666666666665,77.36666666666667,83.04666666666667,0.15,3.7866666666666666,1.2272869808375135,2.0762626680327925,8.463311014805837,8.26440721810499,0.15716233645473998,4.56345775335618,0.0,0.0,2.0,1.0,9.0
AMNAT CHAROEN,2018-03,2,27.13,62.97,2.81,15.90894508450009,104.7306090227048,3,2018,1.0,6.123233995736766e-17,0.0,0.0,0.0,5.0,2.0,23.78,23.49,21.46,61.96,68.77,77.64,0.37,0.01,0.12,0.0,1.0,22.909999999999997,24.095,69.45666666666666,78.29166666666666,0.16666666666666666,2.2399999999999998,1.2640806936267668,1.863960836498443,7.862520800184508,10.909503043982628,0.1844812546933872,3.6624472692449714,0.0,0.0,1.0,9.0,37.0
AMNAT CHAROEN,2018-04,1,29.01,60.49,2.15,15.90894508450009,104.7306090227048,4,2018,0.8660254037844387,-0.4999999999999998,2.0,0.0,0.0,1.0,2.0,27.13,23.78,23.49,62.97,61.96,68.77,2.81,0.37,0.01,0.6666666666666666,0.5,24.8,24.108333333333334,64.56666666666668,74.135,1.0633333333333332,1.1666666666666667,2.023042263522939,1.8894381881042415,3.6750555551357533,11.25753214519061,1.52332968635593,1.5059969012805459,1.9999800001999979,2.0,9.0,37.0,20.0
