region,year,month,dengue_cases,temperature,humidity,rainfall
Dak Lak,2016,5,2981.0,24.404766923076924,-0.26354956229188836,9.038102204123364
Dak Lak,2016,6,1608.0,23.63262,0.24144197855776925,8.818115197265374
Dak Lak,2016,7,1085.0,23.396740769230767,0.2425010008009217,6.978474217108811
Dak Lak,2016,8,475.0,21.844576153846155,1.3210158280303934,9.630058605510454
Dak Lak,2016,9,175.0,21.503166923076925,1.974940650327679,6.4802196306677935
Dak Lak,2016,10,104.0,21.50404307692308,1.8620091818904287,1.2783199081940648
Dak Lak,2016,11,107.0,24.45186153846154,1.0892924872220517,0.6405192571736946
Dak Lak,2016,12,64.0,25.606665384615383,0.6408589287423668,2.5332674010244842
Dak Lak,2017,1,89.0,25.280724615384614,0.9815340717758395,6.337037856260745
Dak Lak,2017,2,113.0,24.983596923076924,0.3901086424413997,6.8806242466402745
Dak Lak,2017,3,260.0,24.070426923076923,0.06054827279330995,6.225120455313188
Dak Lak,2017,4,411.0,24.632567692307695,-0.5134041509963496,5.6364487032764234
Dak Lak,2017,5,322.0,24.916169230769235,-1.5457446074922605,5.311941235469511
Dak Lak,2017,6,310.0,23.55922076923077,-0.9110531054255996,6.586142314168123
Dak Lak,2017,7,189.0,23.167638461538463,0.19072647508078905,7.073196654136367
Dak Lak,2017,8,78.0,20.80864,0.5760276448459729,4.986985747774061
Dak Lak,2017,9,22.0,21.827399999999997,0.8346043832969864,1.5317934518791911
Dak Lak,2017,10,9.0,21.856323846153845,0.48018768970585174,0.24950174736204647
Dak Lak,2017,11,14.0,23.821670769230767,0.37717837117211633,0.6220687619046518
Dak Lak,2017,12,23.0,25.94116384615385,0.40349305581146905,2.150610805704043
Dak Lak,2018,1,28.0,26.021833076923073,-0.2376227127297662,4.350201190950778
Dak Lak,2018,2,42.0,24.452364615384617,0.2502326440056756,6.883705428873118
Dak Lak,2018,3,85.0,24.291798461538463,0.3521827549724724,7.402328120616193
Dak Lak,2018,4,149.0,24.15454769230769,-0.12777050974128823,7.60564747123191
Dak Lak,2018,5,173.0,24.116600000000002,0.14936898334636445,9.819639622806939
Dak Lak,2018,6,297.0,23.997074615384616,-0.5805230699730035,7.4587905143674265
Dak Lak,2018,7,186.0,23.82630153846154,-1.0228521268187234,4.707567156471598
Dak Lak,2018,8,102.0,23.138145384615385,-0.12326087083127686,4.362199831610688
Dak Lak,2018,9,25.0,21.735731538461536,0.37840396972287427,2.3863207304832312
Dak Lak,2018,10,50.0,24.46758076923077,-0.5518848946099068,0.817440214588644
Dak Lak,2018,11,93.0,26.67070384615385,-1.0170312734326017,0.4647701162919194
Dak Lak,2018,12,87.0,27.58963,-0.43430457408613143,1.6061969027550025
Dak Lak,2019,1,397.0,26.500032307692308,-0.1118856366365489,4.971012567134143
Dak Lak,2019,2,2091.0,25.972396923076925,-0.35100502197563876,6.510550639807031
Dak Lak,2019,3,5342.0,25.10617846153846,-0.6843727942988166,6.296377396211026
Dak Lak,2019,4,6389.0,24.661444615384614,0.25129770067682256,9.97974456717761
Dak Lak,2019,5,4109.0,23.800269999999998,1.0969053391952963,13.350229746160595
Dak Lak,2019,6,3001.0,24.22379846153846,0.18034281646539438,10.421954847585699
Dak Lak,2019,7,1085.0,22.197174615384615,-0.11437773516329869,7.587757767536318
Dak Lak,2019,8,370.0,21.032506923076923,-0.25204336175594144,4.327151771585353
Dak Lak,2019,9,123.0,22.193800000000003,-1.1296501065338644,0.3464242753877373
Dak Lak,2019,10,62.0,22.575358461538464,-0.8143163962674256,0.3270904065944843
Dak Lak,2019,11,27.0,26.299294615384614,-0.823545836470838,0.27927039585707564
Dak Lak,2019,12,22.0,26.26897230769231,-1.2248752562347136,0.5381091828334881
Dak Lak,2020,1,56.0,27.899909230769232,-1.744338998446376,2.0998080681937816
Dak Lak,2020,2,54.0,25.402192307692307,-1.2341258364816388,4.318232048087968
Dak Lak,2020,3,80.0,24.969756923076922,-0.021694066483715555,6.101503475712469
Dak Lak,2020,4,152.0,24.862408461538458,-0.5956289674636439,5.821281650031988
Dak Lak,2020,5,244.0,24.56483230769231,-1.0876012105921748,6.400930175844293
Dak Lak,2020,6,242.0,23.366643846153845,0.11886195004215686,9.76367405830667
Dak Lak,2020,7,192.0,22.639067692307695,0.8899828200670217,10.317161249426688
Dak Lak,2020,8,71.0,21.040473846153848,0.7183909402210505,5.7810429201568825
Dak Lak,2020,9,40.0,19.780134615384615,0.8134133563850252,1.6015996290941703
Dak Lak,2020,10,7.0,21.69288846153846,0.7445737958425135,0.5036400640305008
Dak Lak,2020,11,21.0,24.897743076923078,-0.028090383278512952,0.3275402962642079
Dak Lak,2020,12,18.0,25.845042307692307,-0.23205078599810908,1.403284878436422
Dong Nai,1998,1,0.0,28.823764545454548,-0.9718088259675671,3.6993253002451216
Dong Nai,1998,2,0.0,26.683619999999998,-1.123043296008612,5.664385685866528
Dong Nai,1998,3,0.0,26.56693909090909,-1.3962945130526134,6.290746302428571
Dong Nai,1998,4,0.0,26.344921818181817,-1.1552921741191766,8.208141514015468
Dong Nai,1998,5,0.0,25.643938181818182,0.2948432858029027,12.035562445155604
Dong Nai,1998,6,0.0,25.599716363636364,0.5490452759682619,11.67013447477737
Dong Nai,1998,7,0.0,24.76193727272727,0.5558702507770483,7.9231474082916975
Dong Nai,1998,8,0.0,24.383579090909095,1.3528917435019547,5.060179550624027
Dong Nai,1998,9,0.0,25.03524909090909,1.7014567897249089,2.5213229660452767
Dong Nai,1998,10,0.0,26.01158181818182,1.416339886412999,1.0446247549473566
Dong Nai,1998,11,0.0,27.517287272727273,1.0096678266725339,1.0088167618960147
Dong Nai,1998,12,0.0,26.287242727272726,1.4698799193427625,4.551629160149871
Dong Nai,1999,1,0.0,25.95629,1.5313436968146208,8.54219115254554
Dong Nai,1999,2,0.0,25.455495454545453,0.7913531857424083,9.56608105281537
Dong Nai,1999,3,0.0,25.36638909090909,0.7397703685917937,11.154118883000182
Dong Nai,1999,4,0.0,25.677994545454546,-0.2377184676592878,9.922558230093939
Dong Nai,1999,5,0.0,25.768085454545453,-1.8696397704246357,7.146972951225259
Dong Nai,1999,6,0.0,25.421399090909087,-0.7028478546676076,9.426899084990678
Dong Nai,1999,7,0.0,25.017898181818182,0.8570216096551572,8.808003484525466
Dong Nai,1999,8,0.0,23.725837272727276,0.7287553898865439,3.5164729607376186
